recall	precision
1.0	0.001729218499108923
1.0	0.0017292490118577075
1.0	0.00172927952568333
1.0	0.0017293100405858478
1.0	0.001729340556565318
1.0	0.0017293710736217972
1.0	0.0017294015917553426
1.0	0.0017294321109660113
1.0	0.0017294626312538604
1.0	0.0017294931526189467
1.0	0.0017295236750613275
1.0	0.0017295541985810597
1.0	0.0017295847231782002
1.0	0.0017296152488528063
1.0	0.0017296457756049348
1.0	0.001729676303434643
1.0	0.0017297068323419878
1.0	0.0017297373623270263
1.0	0.0017297678933898156
1.0	0.0017297984255304126
1.0	0.0017298289587488747
1.0	0.0017298594930452587
1.0	0.001729890028419622
1.0	0.0017299205648720211
1.0	0.0017299511024025137
1.0	0.0017299816410111567
1.0	0.0017300121806980069
1.0	0.0017300427214631219
1.0	0.0017300732633065584
1.0	0.0017301038062283738
1.0	0.0017301343502286249
1.0	0.001730164895307369
1.0	0.0017301954414646633
1.0	0.001730225988700565
1.0	0.0017302565370151308
1.0	0.0017302870864084185
1.0	0.0017303176368804844
1.0	0.0017303481884313864
1.0	0.0017303787410611813
1.0	0.0017304092947699262
1.0	0.0017304398495576784
1.0	0.001730470405424495
1.0	0.0017305009623704332
1.0	0.00173053152039555
1.0	0.001730562079499903
1.0	0.0017305926396835487
1.0	0.001730623200946545
1.0	0.0017306537632889485
1.0	0.0017306843267108167
1.0	0.0017307148912122068
1.0	0.0017307454567931759
1.0	0.0017307760234537813
1.0	0.00173080659119408
1.0	0.0017308371600141294
1.0	0.0017308677299139865
1.0	0.0017308983008937086
1.0	0.0017309288729533533
1.0	0.0017309594460929772
1.0	0.001730990020312638
1.0	0.0017310205956123927
1.0	0.0017310511719922986
1.0	0.0017310817494524129
1.0	0.001731112327992793
1.0	0.0017311429076134958
1.0	0.001731173488314579
1.0	0.0017312040700960996
1.0	0.0017312346529581148
1.0	0.0017312652369006819
1.0	0.0017312958219238583
1.0	0.0017313264080277013
1.0	0.001731356995212268
1.0	0.0017313875834776156
1.0	0.0017314181728238017
